ID,Name,Rareness,ItemType,LevelRequirement,HonorPointReq,SkillBonusID1,SkillBonusID2,SkillBonusID3,SkillBonusAmount1,SkillBonusAmount2,SkillBonusAmount3,Description2,Description3,
13438,Jade Dragon Blade,3,14,105,0,88,0,0,3,0,0,,,
13439,Jade Dragon Blade,3,14,105,0,14,0,0,3,0,0,,,
13440,Jade Dragon Blade,3,14,105,0,14,0,0,3,0,0,,,
13441,Jade Dragon Blade,3,14,105,0,14,0,0,3,0,0,,,
13442,Jade Dragon Blade,3,14,105,0,87,0,0,4,0,0,,,
13443,Jade Dragon Blade,3,14,105,0,87,0,0,4,0,0,,,
13444,Jade Dragon Blade,3,14,105,0,87,0,0,4,0,0,,,
13445,Jade Dragon Blade,3,14,105,0,88,0,0,4,0,0,,,
13446,Jade Dragon Blade,3,14,105,0,88,0,0,4,0,0,,,
13447,Jade Dragon Blade,3,14,105,0,88,0,0,4,0,0,,,
13448,Jade Dragon Blade,3,14,105,0,14,0,0,4,0,0,,,
13449,Jade Dragon Blade,3,14,105,0,14,0,0,4,0,0,,,
13450,Jade Dragon Blade,3,14,105,0,14,0,0,4,0,0,,,
13451,Dragon Throwing Marble,3,15,105,0,89,0,0,2,0,0,,,
13452,Dragon Throwing Marble,3,15,105,0,89,0,0,2,0,0,,,
13453,Dragon Throwing Marble,3,15,105,0,89,0,0,2,0,0,,,
13454,Dragon Throwing Marble,3,15,105,0,90,0,0,2,0,0,,,
13455,Dragon Throwing Marble,3,15,105,0,90,0,0,2,0,0,,,
13456,Dragon Throwing Marble,3,15,105,0,90,0,0,2,0,0,,,
13457,Dragon Throwing Marble,3,15,105,0,18,0,0,2,0,0,,,
13458,Dragon Throwing Marble,3,15,105,0,18,0,0,2,0,0,,,
13459,Dragon Throwing Marble,3,15,105,0,18,0,0,2,0,0,,,
13460,Dragon Throwing Marble,3,15,105,0,89,0,0,3,0,0,,,
13461,Dragon Throwing Marble,3,15,105,0,89,0,0,3,0,0,,,
13462,Dragon Throwing Marble,3,15,105,0,89,0,0,3,0,0,,,
13463,Dragon Throwing Marble,3,15,105,0,90,0,0,3,0,0,,,
13464,Dragon Throwing Marble,3,15,105,0,90,0,0,3,0,0,,,
13465,Dragon Throwing Marble,3,15,105,0,90,0,0,3,0,0,,,
13466,Dragon Throwing Marble,3,15,105,0,18,0,0,3,0,0,,,
13467,Dragon Throwing Marble,3,15,105,0,18,0,0,3,0,0,,,
13468,Dragon Throwing Marble,3,15,105,0,18,0,0,3,0,0,,,
13469,Dragon Throwing Marble,3,15,105,0,89,0,0,4,0,0,,,
13470,Dragon Throwing Marble,3,15,105,0,89,0,0,4,0,0,,,
13471,Dragon Throwing Marble,3,15,105,0,89,0,0,4,0,0,,,
13472,Dragon Throwing Marble,3,15,105,0,90,0,0,4,0,0,,,
13473,Dragon Throwing Marble,3,15,105,0,90,0,0,4,0,0,,,
13474,Dragon Throwing Marble,3,15,105,0,90,0,0,4,0,0,,,
13475,Dragon Throwing Marble,3,15,105,0,18,0,0,4,0,0,,,
13476,Dragon Throwing Marble,3,15,105,0,18,0,0,4,0,0,,,
13477,Dragon Throwing Marble,3,15,105,0,18,0,0,4,0,0,,,
13478,Wind Dragon Cloak,3,8,45,0,0,0,0,0,0,0,,,
13479,Wind Dragon Cloak,3,8,65,0,0,0,0,0,0,0,,,
13480,Wind Dragon Cloak,3,8,85,0,0,0,0,0,0,0,,,
14001,Black Ray Sword,2,13,92,4294966888,0,0,0,1,0,0,,,
14002,Black Ray Sword,2,13,92,4294966888,8,0,0,1,0,0,,,
14003,Black Ray Sword,2,13,92,4294966888,9,0,0,1,0,0,,,
14004,Black Ray Sword,2,13,92,4294966888,10,0,0,1,0,0,,,
14005,Black Ray Sword,2,13,92,4294966888,11,0,0,1,0,0,,,
14006,Gold Spirit Sword,2,13,94,4294966890,0,0,0,1,0,0,,,
14007,Gold Spirit Sword,2,13,94,4294966890,8,0,0,1,0,0,,,
14008,Gold Spirit Sword,2,13,94,4294966890,9,0,0,1,0,0,,,
14009,Gold Spirit Sword,2,13,94,4294966890,10,0,0,1,0,0,,,
14010,Gold Spirit Sword,2,13,94,4294966890,11,0,0,1,0,0,,,
14011,Blue Gate Sword,2,13,96,4294966892,0,0,0,1,0,0,,,
14012,Blue Gate Sword,2,13,96,4294966892,8,0,0,1,0,0,,,
14013,Blue Gate Sword,2,13,96,4294966892,9,0,0,1,0,0,,,
14014,Blue Gate Sword,2,13,96,4294966892,10,0,0,1,0,0,,,
14015,Blue Gate Sword,2,13,96,4294966892,11,0,0,1,0,0,,,
14016,Blue Heaven Blade,2,14,92,4294966888,0,0,0,1,0,0,,,
14017,Blue Heaven Blade,2,14,92,4294966888,12,0,0,1,0,0,,,
14018,Blue Heaven Blade,2,14,92,4294966888,13,0,0,1,0,0,,,
14019,Blue Heaven Blade,2,14,92,4294966888,14,0,0,1,0,0,,,
14020,Blue Heaven Blade,2,14,92,4294966888,15,0,0,1,0,0,,,
14021,Incense Blade,2,14,94,4294966890,0,0,0,1,0,0,,,
14022,Incense Blade,2,14,94,4294966890,12,0,0,1,0,0,,,
14023,Incense Blade,2,14,94,4294966890,13,0,0,1,0,0,,,
14024,Incense Blade,2,14,94,4294966890,14,0,0,1,0,0,,,
14025,Incense Blade,2,14,94,4294966890,15,0,0,1,0,0,,,
14026,Etched Moon Blade,2,14,96,4294966892,0,0,0,1,0,0,,,
14027,Etched Moon Blade,2,14,96,4294966892,12,0,0,1,0,0,,,
14028,Etched Moon Blade,2,14,96,4294966892,13,0,0,1,0,0,,,
14029,Etched Moon Blade,2,14,96,4294966892,14,0,0,1,0,0,,,
14030,Etched Moon Blade,2,14,96,4294966892,15,0,0,1,0,0,,,
14031,Thousand Spirits Marble,2,15,92,4294966888,0,0,0,1,0,0,,,
14032,Thousand Spirits Marble,2,15,92,4294966888,16,0,0,1,0,0,,,
14033,Thousand Spirits Marble,2,15,92,4294966888,17,0,0,1,0,0,,,
14034,Thousand Spirits Marble,2,15,92,4294966888,18,0,0,1,0,0,,,
14035,Thousand Spirits Marble,2,15,92,4294966888,19,0,0,1,0,0,,,
14036,God Of Wind Marble,2,15,94,4294966890,0,0,0,1,0,0,,,
14037,God Of Wind Marble,2,15,94,4294966890,16,0,0,1,0,0,,,
14038,God Of Wind Marble,2,15,94,4294966890,17,0,0,1,0,0,,,
14039,God Of Wind Marble,2,15,94,4294966890,18,0,0,1,0,0,,,
14040,God Of Wind Marble,2,15,94,4294966890,19,0,0,1,0,0,,,
14041,Woods Warriors Marble,2,15,96,4294966892,0,0,0,1,0,0,,,
14042,Woods Warriors Marble,2,15,96,4294966892,16,0,0,1,0,0,,,
14043,Woods Warriors Marble,2,15,96,4294966892,17,0,0,1,0,0,,,
14044,Woods Warriors Marble,2,15,96,4294966892,18,0,0,1,0,0,,,
14045,Woods Warriors Marble,2,15,96,4294966892,19,0,0,1,0,0,,,
14046,Gold Dragon Robe,2,9,95,4294966991,0,0,0,1,0,0,,,
14047,Gold Dragon Robe,2,9,95,4294966991,5,0,0,1,0,0,,,
14048,Gold Dragon Robe,2,9,95,4294966991,1,0,0,1,0,0,,,
14049,White Cloud Robe,2,9,97,4294966993,0,0,0,1,0,0,,,
14050,White Cloud Robe,2,9,97,4294966993,5,0,0,1,0,0,,,
14051,White Cloud Robe,2,9,97,4294966993,1,0,0,1,0,0,,,
14052,Clear Sky Robe,2,9,99,4294966995,0,0,0,1,0,0,,,
14053,Clear Sky Robe,2,9,99,4294966995,5,0,0,1,0,0,,,
14054,Clear Sky Robe,2,9,99,4294966995,1,0,0,1,0,0,,,
14055,Gold Dragon Boots,2,12,95,4294967191,0,0,0,1,0,0,,,
14056,Gold Dragon Boots,2,12,95,4294967191,2,0,0,1,0,0,,,
14057,Gold Dragon Boots,2,12,95,4294967191,3,0,0,1,0,0,,,
14058,White Cloud Boots,2,12,97,4294967193,0,0,0,1,0,0,,,
14059,White Cloud Boots,2,12,97,4294967193,2,0,0,1,0,0,,,
14060,White Cloud Boots,2,12,97,4294967193,3,0,0,1,0,0,,,
14061,Clear Sky Boots,2,12,99,4294967195,0,0,0,1,0,0,,,
14062,Clear Sky Boots,2,12,99,4294967195,2,0,0,1,0,0,,,
14063,Clear Sky Boots,2,12,99,4294967195,3,0,0,1,0,0,,,
14064,Dark Cloud Gloves,2,10,92,4294967088,0,0,0,1,0,0,,,
14065,Dark Cloud Gloves,2,10,92,4294967088,4,0,0,1,0,0,,,
14066,Dark Cloud Gloves,2,10,92,4294967088,0,0,0,1,0,0,,,
14067,Dark Cloud Gloves,2,10,94,4294967090,0,0,0,1,0,0,,,
14068,Dark Cloud Gloves,2,10,94,4294967090,4,0,0,1,0,0,,,
14069,Dark Cloud Gloves,2,10,94,4294967090,0,0,0,1,0,0,,,
14070,Dark Cloud Gloves,2,10,96,4294967092,0,0,0,1,0,0,,,
14071,Dark Cloud Gloves,2,10,96,4294967092,4,0,0,1,0,0,,,
14072,Dark Cloud Gloves,2,10,96,4294967092,0,0,0,1,0,0,,,
14073,Emperor Sword,2,13,98,4294966894,0,0,0,1,0,0,,,
14074,Emperor Sword,2,13,98,4294966894,8,0,0,1,0,0,,,
14075,Emperor Sword,2,13,98,4294966894,9,0,0,1,0,0,,,
14076,Emperor Sword,2,13,98,4294966894,10,0,0,1,0,0,,,
14077,Emperor Sword,2,13,98,4294966894,11,0,0,1,0,0,,,
14078,White Horse Sword,2,13,100,4294966896,0,0,0,1,0,0,,,
14079,White Horse Sword,2,13,100,4294966896,8,0,0,1,0,0,,,
14080,White Horse Sword,2,13,100,4294966896,9,0,0,1,0,0,,,
14081,White Horse Sword,2,13,100,4294966896,10,0,0,1,0,0,,,
14082,White Horse Sword,2,13,100,4294966896,11,0,0,1,0,0,,,
14083,White Horse Sword,2,13,102,4294966898,0,0,0,1,0,0,,,
14084,White Horse Sword,2,13,102,4294966898,8,0,0,1,0,0,,,
14085,White Horse Sword,2,13,102,4294966898,9,0,0,1,0,0,,,
14086,White Horse Sword,2,13,102,4294966898,10,0,0,1,0,0,,,
14087,White Horse Sword,2,13,102,4294966898,11,0,0,1,0,0,,,
14088,Pine Crane Sword,2,13,104,4294966900,0,0,0,1,0,0,,,
14089,Pine Crane Sword,2,13,104,4294966900,8,0,0,1,0,0,,,
14090,Pine Crane Sword,2,13,104,4294966900,9,0,0,1,0,0,,,
14091,Pine Crane Sword,2,13,104,4294966900,10,0,0,1,0,0,,,
14092,Pine Crane Sword,2,13,104,4294966900,11,0,0,1,0,0,,,
14093,Grunt Sword,2,13,106,4294966902,0,0,0,1,0,0,,,
14094,Grunt Sword,2,13,106,4294966902,8,0,0,1,0,0,,,
14095,Grunt Sword,2,13,106,4294966902,9,0,0,1,0,0,,,
14096,Grunt Sword,2,13,106,4294966902,10,0,0,1,0,0,,,
14097,Grunt Sword,2,13,106,4294966902,11,0,0,1,0,0,,,
14098,Grunt Sword,2,13,108,4294966904,0,0,0,1,0,0,,,
14099,Grunt Sword,2,13,108,4294966904,8,0,0,1,0,0,,,
14100,Grunt Sword,2,13,108,4294966904,9,0,0,1,0,0,,,
14101,Grunt Sword,2,13,108,4294966904,10,0,0,1,0,0,,,
14102,Grunt Sword,2,13,108,4294966904,11,0,0,1,0,0,,,
14103,Grunt Sword,2,13,110,4294966906,0,0,0,1,0,0,,,
14104,Grunt Sword,2,13,110,4294966906,8,0,0,1,0,0,,,
14105,Grunt Sword,2,13,110,4294966906,9,0,0,1,0,0,,,
14106,Grunt Sword,2,13,110,4294966906,10,0,0,1,0,0,,,
14107,Grunt Sword,2,13,110,4294966906,11,0,0,1,0,0,,,
14108,Grunt Sword,2,13,112,4294966908,0,0,0,1,0,0,,,
14109,Grunt Sword,2,13,112,4294966908,8,0,0,1,0,0,,,
14110,Grunt Sword,2,13,112,4294966908,9,0,0,1,0,0,,,
14111,Grunt Sword,2,13,112,4294966908,10,0,0,1,0,0,,,
14112,Grunt Sword,2,13,112,4294966908,11,0,0,1,0,0,,,
14113,Falling Heaven Blade,2,14,98,4294966894,0,0,0,1,0,0,,,
14114,Falling Heaven Blade,2,14,98,4294966894,12,0,0,1,0,0,,,
14115,Falling Heaven Blade,2,14,98,4294966894,13,0,0,1,0,0,,,
14116,Falling Heaven Blade,2,14,98,4294966894,14,0,0,1,0,0,,,
14117,Falling Heaven Blade,2,14,98,4294966894,15,0,0,1,0,0,,,
14118,Blue Writing Blade,2,14,100,4294966896,0,0,0,1,0,0,,,
14119,Blue Writing Blade,2,14,100,4294966896,12,0,0,1,0,0,,,
14120,Blue Writing Blade,2,14,100,4294966896,13,0,0,1,0,0,,,
14121,Blue Writing Blade,2,14,100,4294966896,14,0,0,1,0,0,,,
14122,Blue Writing Blade,2,14,100,4294966896,15,0,0,1,0,0,,,
14123,Blue Writing Blade,2,14,102,4294966898,0,0,0,1,0,0,,,
14124,Blue Writing Blade,2,14,102,4294966898,12,0,0,1,0,0,,,
14125,Blue Writing Blade,2,14,102,4294966898,13,0,0,1,0,0,,,
14126,Blue Writing Blade,2,14,102,4294966898,14,0,0,1,0,0,,,
14127,Blue Writing Blade,2,14,102,4294966898,15,0,0,1,0,0,,,
14128,Willow Long Blade,2,14,104,4294966900,0,0,0,1,0,0,,,
14129,Willow Long Blade,2,14,104,4294966900,12,0,0,1,0,0,,,
14130,Willow Long Blade,2,14,104,4294966900,13,0,0,1,0,0,,,
14131,Willow Long Blade,2,14,104,4294966900,14,0,0,1,0,0,,,
14132,Willow Long Blade,2,14,104,4294966900,15,0,0,1,0,0,,,
14133,Frost Inscribed Blade,2,14,106,4294966902,0,0,0,1,0,0,,,
14134,Frost Inscribed Blade,2,14,106,4294966902,12,0,0,1,0,0,,,
14135,Frost Inscribed Blade,2,14,106,4294966902,13,0,0,1,0,0,,,
14136,Frost Inscribed Blade,2,14,106,4294966902,14,0,0,1,0,0,,,
14137,Frost Inscribed Blade,2,14,106,4294966902,15,0,0,1,0,0,,,
14138,Frost Inscribed Blade,2,14,108,4294966904,0,0,0,1,0,0,,,
14139,Frost Inscribed Blade,2,14,108,4294966904,12,0,0,1,0,0,,,
14140,Frost Inscribed Blade,2,14,108,4294966904,13,0,0,1,0,0,,,
14141,Frost Inscribed Blade,2,14,108,4294966904,14,0,0,1,0,0,,,
14142,Frost Inscribed Blade,2,14,108,4294966904,15,0,0,1,0,0,,,
14143,Frost Inscribed Blade,2,14,110,4294966906,0,0,0,1,0,0,,,
14144,Frost Inscribed Blade,2,14,110,4294966906,12,0,0,1,0,0,,,
14145,Frost Inscribed Blade,2,14,110,4294966906,13,0,0,1,0,0,,,
14146,Frost Inscribed Blade,2,14,110,4294966906,14,0,0,1,0,0,,,
14147,Frost Inscribed Blade,2,14,110,4294966906,15,0,0,1,0,0,,,
14148,Frost Inscribed Blade,2,14,112,4294966908,0,0,0,1,0,0,,,
14149,Frost Inscribed Blade,2,14,112,4294966908,12,0,0,1,0,0,,,
14150,Frost Inscribed Blade,2,14,112,4294966908,13,0,0,1,0,0,,,
14151,Frost Inscribed Blade,2,14,112,4294966908,14,0,0,1,0,0,,,
14152,Frost Inscribed Blade,2,14,112,4294966908,15,0,0,1,0,0,,,
14153,Dragon And Kirin Marble,2,15,98,4294966894,0,0,0,1,0,0,,,
14154,Dragon And Kirin Marble,2,15,98,4294966894,16,0,0,1,0,0,,,
14155,Dragon And Kirin Marble,2,15,98,4294966894,17,0,0,1,0,0,,,
14156,Dragon And Kirin Marble,2,15,98,4294966894,18,0,0,1,0,0,,,
14157,Dragon And Kirin Marble,2,15,98,4294966894,19,0,0,1,0,0,,,
14158,Hero Fist Marble,2,15,100,4294966896,0,0,0,1,0,0,,,
14159,Hero Fist Marble,2,15,100,4294966896,16,0,0,1,0,0,,,
14160,Hero Fist Marble,2,15,100,4294966896,17,0,0,1,0,0,,,
14161,Hero Fist Marble,2,15,100,4294966896,18,0,0,1,0,0,,,
14162,Hero Fist Marble,2,15,100,4294966896,19,0,0,1,0,0,,,
14163,Hero Fist Marble,2,15,102,4294966898,0,0,0,1,0,0,,,
14164,Hero Fist Marble,2,15,102,4294966898,16,0,0,1,0,0,,,
14165,Hero Fist Marble,2,15,102,4294966898,17,0,0,1,0,0,,,
14166,Hero Fist Marble,2,15,102,4294966898,18,0,0,1,0,0,,,
14167,Hero Fist Marble,2,15,102,4294966898,19,0,0,1,0,0,,,
14168,Condolence Marble,2,15,104,4294966900,0,0,0,1,0,0,,,
14169,Condolence Marble,2,15,104,4294966900,16,0,0,1,0,0,,,
14170,Condolence Marble,2,15,104,4294966900,17,0,0,1,0,0,,,
14171,Condolence Marble,2,15,104,4294966900,18,0,0,1,0,0,,,
14172,Condolence Marble,2,15,104,4294966900,19,0,0,1,0,0,,,
14173,Dragon Demon Marble,2,15,106,4294966902,0,0,0,1,0,0,,,
14174,Dragon Demon Marble,2,15,106,4294966902,16,0,0,1,0,0,,,
14175,Dragon Demon Marble,2,15,106,4294966902,17,0,0,1,0,0,,,
14176,Dragon Demon Marble,2,15,106,4294966902,18,0,0,1,0,0,,,
14177,Dragon Demon Marble,2,15,106,4294966902,19,0,0,1,0,0,,,
14178,Dragon Demon Marble,2,15,108,4294966904,0,0,0,1,0,0,,,
14179,Dragon Demon Marble,2,15,108,4294966904,16,0,0,1,0,0,,,
14180,Dragon Demon Marble,2,15,108,4294966904,17,0,0,1,0,0,,,
14181,Dragon Demon Marble,2,15,108,4294966904,18,0,0,1,0,0,,,
14182,Dragon Demon Marble,2,15,108,4294966904,19,0,0,1,0,0,,,
14183,Dragon Demon Marble,2,15,110,4294966906,0,0,0,1,0,0,,,
14184,Dragon Demon Marble,2,15,110,4294966906,16,0,0,1,0,0,,,
14185,Dragon Demon Marble,2,15,110,4294966906,17,0,0,1,0,0,,,
14186,Dragon Demon Marble,2,15,110,4294966906,18,0,0,1,0,0,,,
14187,Dragon Demon Marble,2,15,110,4294966906,19,0,0,1,0,0,,,
14188,Dragon Demon Marble,2,15,112,4294966908,0,0,0,1,0,0,,,
14189,Dragon Demon Marble,2,15,112,4294966908,16,0,0,1,0,0,,,
14190,Dragon Demon Marble,2,15,112,4294966908,17,0,0,1,0,0,,,
14191,Dragon Demon Marble,2,15,112,4294966908,18,0,0,1,0,0,,,
14192,Dragon Demon Marble,2,15,112,4294966908,19,0,0,1,0,0,,,
14193,Pine Crane Robe,2,9,101,4294966997,0,0,0,1,0,0,,,
14194,Pine Crane Robe,2,9,101,4294966997,5,0,0,1,0,0,,,
14195,Pine Crane Robe,2,9,101,4294966997,1,0,0,1,0,0,,,
14196,Majestic Robe,2,9,103,4294966999,0,0,0,1,0,0,,,
14197,Majestic Robe,2,9,103,4294966999,5,0,0,1,0,0,,,
14198,Majestic Robe,2,9,103,4294966999,1,0,0,1,0,0,,,
14199,Majestic Robe,2,9,105,4294967001,0,0,0,1,0,0,,,
14200,Majestic Robe,2,9,105,4294967001,5,0,0,1,0,0,,,
14201,Majestic Robe,2,9,105,4294967001,1,0,0,1,0,0,,,
14202,Pure Robe,2,9,107,4294967003,0,0,0,1,0,0,,,
14203,Pure Robe,2,9,107,4294967003,5,0,0,1,0,0,,,
14204,Pure Robe,2,9,107,4294967003,1,0,0,1,0,0,,,
14205,Pure Robe,2,9,109,4294967005,0,0,0,1,0,0,,,
14206,Pure Robe,2,9,109,4294967005,5,0,0,1,0,0,,,
14207,Pure Robe,2,9,109,4294967005,1,0,0,1,0,0,,,
14208,Pure Robe,2,9,111,4294967007,0,0,0,1,0,0,,,
14209,Pure Robe,2,9,111,4294967007,5,0,0,1,0,0,,,
14210,Pure Robe,2,9,111,4294967007,1,0,0,1,0,0,,,
14211,Secret Garden Boots,2,12,101,4294967197,0,0,0,1,0,0,,,
14212,Secret Garden Boots,2,12,101,4294967197,2,0,0,1,0,0,,,
14213,Secret Garden Boots,2,12,101,4294967197,3,0,0,1,0,0,,,
14214,Pine Crane Boots,2,12,103,4294967199,0,0,0,1,0,0,,,
14215,Pine Crane Boots,2,12,103,4294967199,2,0,0,1,0,0,,,
14216,Pine Crane Boots,2,12,103,4294967199,3,0,0,1,0,0,,,
14217,Pine Crane Boots,2,12,105,4294967201,0,0,0,1,0,0,,,
14218,Pine Crane Boots,2,12,105,4294967201,2,0,0,1,0,0,,,
14219,Pine Crane Boots,2,12,105,4294967201,3,0,0,1,0,0,,,
14220,Pure Boots,2,12,107,4294967203,0,0,0,1,0,0,,,
14221,Pure Boots,2,12,107,4294967203,2,0,0,1,0,0,,,
14222,Pure Boots,2,12,107,4294967203,3,0,0,1,0,0,,,
14223,Pure Boots,2,12,109,4294967205,0,0,0,1,0,0,,,
14224,Pure Boots,2,12,109,4294967205,2,0,0,1,0,0,,,
14225,Pure Boots,2,12,109,4294967205,3,0,0,1,0,0,,,
14226,Pure Boots,2,12,111,4294967207,0,0,0,1,0,0,,,
14227,Pure Boots,2,12,111,4294967207,2,0,0,1,0,0,,,
14228,Pure Boots,2,12,111,4294967207,3,0,0,1,0,0,,,
14229,Dark Cloud Gloves,2,10,98,4294967094,0,0,0,1,0,0,,,
14230,Dark Cloud Gloves,2,10,98,4294967094,4,0,0,1,0,0,,,
14231,Dark Cloud Gloves,2,10,98,4294967094,0,0,0,1,0,0,,,
14232,Secret Garden Gloves,2,10,100,4294967096,0,0,0,1,0,0,,,
14233,Secret Garden Gloves,2,10,100,4294967096,4,0,0,1,0,0,,,
14234,Secret Garden Gloves,2,10,100,4294967096,0,0,0,1,0,0,,,
14235,Secret Garden Gloves,2,10,102,4294967098,0,0,0,1,0,0,,,
14236,Secret Garden Gloves,2,10,102,4294967098,4,0,0,1,0,0,,,
14237,Secret Garden Gloves,2,10,102,4294967098,0,0,0,1,0,0,,,
14238,Pine Crane Gloves,2,10,104,4294967100,0,0,0,1,0,0,,,
14239,Pine Crane Gloves,2,10,104,4294967100,4,0,0,1,0,0,,,
14240,Pine Crane Gloves,2,10,104,4294967100,0,0,0,1,0,0,,,
14241,Pure Gloves,2,10,106,4294967102,0,0,0,1,0,0,,,
14242,Pure Gloves,2,10,106,4294967102,4,0,0,1,0,0,,,
14243,Pure Gloves,2,10,106,4294967102,0,0,0,1,0,0,,,
14244,Pure Gloves,2,10,108,4294967104,0,0,0,1,0,0,,,
14245,Pure Gloves,2,10,108,4294967104,4,0,0,1,0,0,,,
14246,Pure Gloves,2,10,108,4294967104,0,0,0,1,0,0,,,
14247,Pure Gloves,2,10,110,4294967106,0,0,0,1,0,0,,,
14248,Pure Gloves,2,10,110,4294967106,4,0,0,1,0,0,,,
14249,Pure Gloves,2,10,110,4294967106,0,0,0,1,0,0,,,
14250,Pure Gloves,2,10,112,4294967108,0,0,0,1,0,0,,,
14251,Pure Gloves,2,10,112,4294967108,4,0,0,1,0,0,,,
14252,Pure Gloves,2,10,112,4294967108,0,0,0,1,0,0,,,
14253,Cloisonne Gold Ring,2,11,96,4294967192,0,0,0,1,0,0,,,
14254,Cloisonne Gold Ring,2,11,96,4294967192,6,0,0,1,0,0,,,
14255,Cloisonne Gold Ring,2,11,96,4294967192,6,0,0,1,0,0,,,
14256,Cloisonne Gold Ring,2,11,98,4294967194,0,0,0,1,0,0,,,
14257,Cloisonne Gold Ring,2,11,98,4294967194,6,0,0,1,0,0,,,
14258,Cloisonne Gold Ring,2,11,98,4294967194,6,0,0,1,0,0,,,
14259,Dark Jade Ring,2,11,100,4294967196,0,0,0,1,0,0,,,
14260,Dark Jade Ring,2,11,100,4294967196,6,0,0,1,0,0,,,
14261,Dark Jade Ring,2,11,100,4294967196,6,0,0,1,0,0,,,
14262,Dark Jade Ring,2,11,102,4294967198,0,0,0,1,0,0,,,
14263,Dark Jade Ring,2,11,102,4294967198,6,0,0,1,0,0,,,
14264,Dark Jade Ring,2,11,102,4294967198,6,0,0,1,0,0,,,
14265,Flying Golden Ring,2,11,104,4294967200,0,0,0,1,0,0,,,
14266,Flying Golden Ring,2,11,104,4294967200,6,0,0,1,0,0,,,
14267,Flying Golden Ring,2,11,104,4294967200,6,0,0,1,0,0,,,
14268,Emperor Gold Ring,2,11,106,4294967202,0,0,0,1,0,0,,,
14269,Emperor Gold Ring,2,11,106,4294967202,6,0,0,1,0,0,,,
14270,Emperor Gold Ring,2,11,106,4294967202,6,0,0,1,0,0,,,
14271,Emperor Gold Ring,2,11,108,4294967204,0,0,0,1,0,0,,,
14272,Emperor Gold Ring,2,11,108,4294967204,6,0,0,1,0,0,,,
14273,Emperor Gold Ring,2,11,108,4294967204,6,0,0,1,0,0,,,
14274,Emperor Gold Ring,2,11,110,4294967206,0,0,0,1,0,0,,,
14275,Emperor Gold Ring,2,11,110,4294967206,6,0,0,1,0,0,,,
14276,Emperor Gold Ring,2,11,110,4294967206,6,0,0,1,0,0,,,
14277,Emperor Gold Ring,2,11,112,4294967208,0,0,0,1,0,0,,,
14278,Emperor Gold Ring,2,11,112,4294967208,6,0,0,1,0,0,,,
14279,Emperor Gold Ring,2,11,112,4294967208,6,0,0,1,0,0,,,
14280,Devil Golden Amulet,2,7,96,4294967092,0,0,0,1,0,0,,,
14281,Devil Golden Amulet,2,7,96,4294967092,7,0,0,1,0,0,,,
14282,Devil Golden Amulet,2,7,96,4294967092,7,0,0,1,0,0,,,
14283,Devil Golden Amulet,2,7,98,4294967094,0,0,0,1,0,0,,,
14284,Devil Golden Amulet,2,7,98,4294967094,7,0,0,1,0,0,,,
14285,Devil Golden Amulet,2,7,98,4294967094,7,0,0,1,0,0,,,
14286,Cloud Amulet,2,7,100,4294967096,0,0,0,1,0,0,,,
14287,Cloud Amulet,2,7,100,4294967096,7,0,0,1,0,0,,,
14288,Cloud Amulet,2,7,100,4294967096,7,0,0,1,0,0,,,
14289,Cloud Amulet,2,7,102,4294967098,0,0,0,1,0,0,,,
14290,Cloud Amulet,2,7,102,4294967098,7,0,0,1,0,0,,,
14291,Cloud Amulet,2,7,102,4294967098,7,0,0,1,0,0,,,
14292,Phantom Orchid Amulet,2,7,104,4294967100,0,0,0,1,0,0,,,
14293,Phantom Orchid Amulet,2,7,104,4294967100,7,0,0,1,0,0,,,
14294,Phantom Orchid Amulet,2,7,104,4294967100,7,0,0,1,0,0,,,
14295,Besiegement Amulet,2,7,106,4294967102,0,0,0,1,0,0,,,
14296,Besiegement Amulet,2,7,106,4294967102,7,0,0,1,0,0,,,
14297,Besiegement Amulet,2,7,106,4294967102,7,0,0,1,0,0,,,
14298,Besiegement Amulet,2,7,108,4294967104,0,0,0,1,0,0,,,
14299,Besiegement Amulet,2,7,108,4294967104,7,0,0,1,0,0,,,
14300,Besiegement Amulet,2,7,108,4294967104,7,0,0,1,0,0,,,
14301,Besiegement Amulet,2,7,110,4294967106,0,0,0,1,0,0,,,
14302,Besiegement Amulet,2,7,110,4294967106,7,0,0,1,0,0,,,
14303,Besiegement Amulet,2,7,110,4294967106,7,0,0,1,0,0,,,
14304,Besiegement Amulet,2,7,112,4294967108,0,0,0,1,0,0,,,
14305,Besiegement Amulet,2,7,112,4294967108,7,0,0,1,0,0,,,
14306,Besiegement Amulet,2,7,112,4294967108,7,0,0,1,0,0,,,
15001,Sun God Sword,4,13,100,0,85,86,11,4,4,2,,,
15002,Sun God Sword,4,13,100,0,85,86,11,4,4,2,,,
15003,Shape Shifter's Sword,4,13,110,0,85,86,11,4,4,4,,,
15004,Shape Shifter's Sword,4,13,110,0,85,86,11,4,4,4,,,
15005,Munro Jade Blade,4,14,100,0,87,88,15,4,4,2,,,
15006,Munro Jade Blade,4,14,100,0,87,88,15,4,4,2,,,
15007,Munro Blade,4,14,110,0,87,88,15,4,4,4,,,
15008,Munro Blade,4,14,110,0,87,88,15,4,4,4,,,
15009,Thousand Ray Bomb,4,15,100,0,89,90,19,4,4,2,,,
15010,Thousand Ray Bomb,4,15,100,0,89,90,19,4,4,2,,,
