ID,Name,Level,Health,ModelID,RadiusInfo1,RadiusInfo2,WalkSpeed,RunSpeed,DeathSpeed,Damage,Defense,AttackSuccess,AttackBlock,ElementAttackPower,ElementDefensePower,Critical,clickheight,clickdepth,Unknown56,Unknown60,Unknown64,Unknown68,Unknown72,Unknown76,Unknown80,Unknown84,Unknown92,Unknown100,Unknown104,Unknown108,Unknown112,Unknown116,Unknown120,Unknown124,Unknown128,Unknown180,Unknown184,Unknown188,Unknown192,Unknown196,Unknown200,Unknown204,Unknown208,Unknown212,Unknown216,Unknown220,Unknown224,Unknown228,Unknown232,Unknown236,Unknown240,Unknown244,Unknown248,Unknown252,Unknown256,Unknown260,Unknown264,Unknown268,Unknown272,Unknown276,Unknown280,Unknown284,Unknown288,Unknown292,Unknown296,Unknown300,Unknown304,Unknown308,Unknown312,Unknown316,Unknown320,Unknown324,LightATK,ShadowATK,DarkATK,Unknown340,Unknown344,Unknown348,Unknown352,Unknown356,Unknown360,Unknown364,Unknown368,Unknown372,Unknown376,Unknown380,Unknown384,Unknown388,Unknown392,Unknown396,Unknown400,Unknown404,Unknown408,Unknown412,Unknown416,Unknown420,Unknown424,Unknown428,Unknown432,Unknown436,Unknown440,Unknown444,Unknown448,Unknown452,Unknown456,Unknown460,Unknown464,Unknown468,Unknown472,Unknown476,Unknown480,Unknown484,Unknown488,Unknown492,Unknown496,Unknown500,Unknown504,Unknown508,Unknown512,Unknown516,Unknown520,Unknown524,Unknown528,Unknown532,Unknown536,Unknown540,Unknown544,Unknown548,Unknown552,Unknown556,Unknown560,Unknown564,Unknown568,Unknown572,Unknown576,Unknown580,Unknown584,Unknown588,Unknown592,Unknown596,Unknown600,Unknown604,Unknown608,Unknown612,Unknown616,Unknown620,Unknown624,Unknown628,Unknown632,Unknown636,Unknown640,Unknown644,Unknown648,Unknown652,Unknown656,Unknown660,Unknown664,Unknown668,Unknown672,Unknown676,Unknown680,Unknown684,Unknown688,Unknown692,Unknown696,Unknown700,Unknown704,Unknown708,Unknown712,Unknown716,Unknown720,ImproveStone1_Chance,ImproveStone1_ID,ImproveStone2_Chance,ImproveStone2_ID,Unknown740,PetDropChance,PetID1,PetID2,Unknown756,Unknown760,Unknown764,Unknown768,Unknown772,Unknown776,Unknown780,Unknown784,Unknown788,Unknown792,Unknown796,Unknown800,Unknown804,Unknown808,Unknown812,Unknown816,Unknown820,Unknown824,Unknown828,Unknown832,Unknown836,Unknown840,Unknown844,Unknown848,Unknown852,Unknown856,Unknown860,Unknown864,Unknown868,Unknown872,Unknown876,Unknown880
176,Fu,81,21212,66,150,10,16,75,100,1745,1515,0,0,303,300,333,34,26,70,23,34,0,90,150,600,1200,2432,5,6,0,0,100,200,150,40,2121,1166,900000,1269,1296,0,0,0,0,0,0,0,0,0,0,2000,136,0,0,25,151,0,0,120,140,725,496,0,0,0,0,0,0,0,0,0,0,10,0,0,2,600000,600000,600000,72000,72000,72000,2400,2400,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,491,5000,492,12500,493,7500,494,5000,495,5000,490,100,150,120,711,712,713,714,715,716,717,718,719,720,721,722,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
177,Silver Swordman,67,4737,41,310,10,13,60,100,621,388,0,0,77,77,85,27,16,70,23,27,0,90,150,5,5,568,5,1,0,0,14,100,150,40,473,257,150000,359,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,151,0,0,120,140,725,496,0,0,0,0,0,0,0,0,0,0,0,10,0,1,41999,0,0,279,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
178,Tower Lifter,70,4949,55,150,10,12,80,100,692,404,0,0,80,80,88,22,20,70,23,31,0,90,150,5,5,592,5,1,0,0,15,200,150,30,494,272,150000,371,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,151,0,0,120,140,725,496,0,0,0,0,0,0,0,0,0,0,0,10,0,1,41999,0,0,279,279,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
179,Hulking Arm,73,5161,42,310,10,30,50,100,694,419,0,0,83,83,92,22,14,70,23,27,0,90,150,5,5,616,5,1,0,0,15,100,150,40,516,283,150000,386,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,151,0,0,120,140,725,496,0,0,0,0,0,0,0,0,0,0,0,10,0,1,36000,0,0,240,240,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
180,Fu,81,21212,66,150,10,16,75,100,1745,1515,0,0,303,300,333,34,26,70,23,34,0,90,150,600,1200,2432,5,6,0,0,100,200,150,40,2121,1166,900000,1275,1296,0,0,0,0,0,0,0,0,0,0,2000,136,0,0,25,151,0,0,120,140,725,496,0,0,0,0,0,0,0,0,0,0,0,10,0,2,600000,600000,600000,72000,72000,72000,2400,2400,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,491,5000,492,12500,493,7500,494,5000,495,5000,490,100,150,120,711,712,713,714,715,716,717,718,719,720,721,722,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
181,Bat Guard,67,4737,53,150,10,55,70,100,654,388,0,0,77,77,85,22,20,70,23,31,0,90,150,5,5,568,5,1,0,0,14,200,150,30,473,257,150000,355,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,151,0,0,120,140,725,496,0,0,0,0,0,0,0,0,0,0,0,0,10,1,41999,0,0,279,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
182,Tower Lifter,70,4949,55,150,10,12,80,100,692,404,0,0,80,80,88,22,20,70,23,31,0,90,150,5,5,592,5,1,0,0,15,200,150,30,494,272,150000,378,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,151,0,0,120,140,725,496,0,0,0,0,0,0,0,0,0,0,0,0,10,1,41999,0,0,279,279,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
183,Hulking Arm,73,5161,42,310,10,30,50,100,694,419,0,0,83,83,92,22,14,70,23,27,0,90,150,5,5,616,5,1,0,0,15,100,150,40,516,283,150000,386,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,151,0,0,120,140,725,496,0,0,0,0,0,0,0,0,0,0,0,0,10,1,36000,0,0,240,240,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
184,Fu,81,21212,66,150,10,16,75,100,1745,1515,0,0,303,300,333,34,26,70,23,34,0,90,150,600,1200,2432,5,6,0,0,100,200,150,40,2121,1166,900000,1269,1296,0,0,0,0,0,0,0,0,0,0,2000,136,0,0,25,151,0,0,120,140,725,496,0,0,0,0,0,0,0,0,0,0,0,0,10,2,600000,600000,600000,72000,72000,72000,2400,2400,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,491,5000,492,12500,493,7500,494,5000,495,5000,490,100,150,120,711,712,713,714,715,716,717,718,719,720,721,722,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
185,Tower Lifter,70,4949,55,150,10,12,80,100,692,404,0,0,80,80,88,22,20,70,23,31,0,90,150,5,5,592,5,1,0,0,15,200,150,30,494,272,150000,377,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,151,0,0,120,140,725,496,0,0,0,0,0,0,0,0,0,0,10,0,0,1,41999,0,0,279,279,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
186,Hulking Arm,73,5161,42,310,10,30,50,100,694,419,0,0,83,83,92,22,14,70,23,27,0,90,150,5,5,616,5,1,0,0,15,100,150,40,516,283,150000,387,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,151,0,0,120,140,725,496,9700,741,0,0,0,0,0,0,0,0,10,0,0,1,36000,0,0,240,240,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
187,Undead Fighter,76,5373,26,310,10,20,70,100,744,434,0,0,86,86,95,20,10,70,23,29,0,90,150,5,5,640,5,1,0,0,16,100,150,30,537,295,150000,405,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,151,0,0,120,140,725,496,0,0,0,0,0,0,0,0,0,0,10,0,0,1,36000,0,0,240,240,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
188,Golden Giant Bell,81,21212,67,150,10,25,68,100,1914,1515,0,0,303,300,333,31,31,70,23,40,0,90,150,600,1200,2432,5,6,0,0,100,200,150,40,2121,1166,900000,1291,1318,0,0,0,0,0,0,0,0,0,0,2000,136,0,0,25,151,0,0,120,140,725,496,0,0,0,0,0,0,0,0,0,0,10,0,0,2,600000,600000,600000,72000,72000,72000,2400,2400,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,491,5000,492,12500,493,7500,494,5000,495,5000,490,100,150,120,711,712,713,714,715,716,717,718,719,720,721,722,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
189,Tower Lifter,70,4949,55,150,10,12,80,100,692,404,0,0,80,80,88,22,20,70,23,31,0,90,150,5,5,592,5,1,0,0,15,200,150,30,494,272,150000,378,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,151,0,0,120,140,725,496,0,0,0,0,0,0,0,0,0,0,0,10,0,1,41999,0,0,279,279,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
190,Hulking Arm,73,5161,42,310,10,30,50,100,694,419,0,0,83,83,92,22,14,70,23,27,0,90,150,5,5,616,5,1,0,0,15,100,150,40,516,283,150000,391,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,151,0,0,120,140,725,496,0,0,0,0,0,0,0,0,0,0,0,10,0,1,36000,0,0,240,240,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
191,Green Toad Grunt,76,5373,51,310,10,13,50,100,809,434,0,0,86,86,95,19,18,70,23,34,0,90,150,5,5,640,5,1,0,0,16,100,150,30,537,295,150000,409,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,151,0,0,120,140,725,496,0,0,0,0,0,0,0,0,0,0,0,10,0,1,36000,0,0,240,240,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
192,Golden Giant Bell,81,21212,67,150,10,25,68,100,1914,1515,0,0,303,300,333,31,31,70,23,40,0,90,150,600,1200,2432,5,6,0,0,100,200,150,40,2121,1166,900000,1280,1323,0,0,0,0,0,0,0,0,0,0,2000,136,0,0,25,151,0,0,120,140,725,496,0,0,0,0,0,0,0,0,0,0,0,10,0,2,600000,600000,600000,72000,72000,72000,2400,2400,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,491,5000,492,12500,493,7500,494,5000,495,5000,490,100,150,120,711,712,713,714,715,716,717,718,719,720,721,722,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
193,Tower Lifter,70,4949,55,150,10,12,80,100,692,404,0,0,80,80,88,22,20,70,23,31,0,90,150,5,5,592,5,1,0,0,15,200,150,30,494,272,150000,377,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,151,0,0,120,140,725,496,0,0,0,0,0,0,0,0,0,0,0,0,10,1,41999,0,0,279,279,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
194,Hulking Arm,73,5161,42,310,10,30,50,100,694,419,0,0,83,83,92,22,14,70,23,27,0,90,150,5,5,616,5,1,0,0,15,100,150,40,516,283,150000,391,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,151,0,0,120,140,725,496,0,0,0,0,0,0,0,0,0,0,0,0,10,1,36000,0,0,240,240,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
195,Blood Arachnid,76,5373,47,130,10,15,50,100,809,434,0,0,86,86,95,22,25,70,23,34,0,90,150,5,5,640,5,1,0,0,16,50,130,30,537,295,150000,411,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,151,0,0,120,140,725,496,9700,744,0,0,0,0,0,0,0,0,0,0,10,1,36000,0,0,240,240,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
196,Golden Giant Bell,81,21212,67,150,10,25,68,100,1914,1515,0,0,303,300,333,31,31,70,23,40,0,90,150,600,1200,2432,5,6,0,0,100,200,150,40,2121,1166,900000,1269,1313,0,0,0,0,0,0,0,0,0,0,2000,136,0,0,25,151,0,0,120,140,725,496,0,0,0,0,0,0,0,0,0,0,0,0,10,2,600000,600000,600000,72000,72000,72000,2400,2400,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,491,5000,492,12500,493,7500,494,5000,495,5000,490,100,150,120,711,712,713,714,715,716,717,718,719,720,721,722,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
197,Tattooed Killer,85,6010,45,130,10,25,75,100,1084,479,0,0,95,95,105,27,14,70,23,40,0,90,150,5,5,712,5,1,0,0,18,50,130,30,601,330,150000,456,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,151,0,0,120,141,725,496,0,0,0,0,0,0,0,0,0,0,10,0,0,1,36000,0,0,240,240,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,8,9,120,711,712,713,714,715,716,717,718,719,720,721,722,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
198,Vagabond Leader,88,6222,21,150,10,28,60,100,925,494,0,0,98,98,108,17,8,70,23,20,0,90,150,5,5,736,5,1,0,0,18,200,150,30,622,342,150000,476,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,151,0,0,120,141,725,496,9700,748,0,0,0,0,0,0,0,0,10,0,0,1,36000,0,0,240,240,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,8,8,120,711,712,713,714,715,716,717,718,719,720,721,722,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
199,Pink Assassin,91,6434,70,150,10,20,85,100,1041,510,0,0,102,101,112,19,10,70,23,33,0,300,150,5,5,736,5,1,0,0,19,200,150,40,643,353,150000,488,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,151,0,0,120,141,725,496,0,0,0,0,0,0,0,0,0,0,10,0,0,1,36000,0,0,240,240,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,8,8,120,711,712,713,714,715,716,717,718,719,720,721,722,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
200,Blue Toad Grunt,81,21212,63,150,10,16,62,100,1633,1515,0,0,303,300,333,24,24,70,23,30,0,90,150,600,1200,2432,5,6,0,0,100,200,150,40,2121,1166,900000,1291,1313,0,0,0,0,0,0,0,0,0,0,2000,136,0,0,25,151,0,0,120,140,725,496,1000000,750,0,0,0,0,0,0,0,0,10,0,0,2,600000,600000,600000,72000,72000,72000,2400,2400,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,491,5000,492,12500,493,7500,494,5000,495,5000,490,100,150,120,711,712,713,714,715,716,717,718,719,720,721,722,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
201,Tattooed Killer,85,6010,45,130,10,25,75,100,1084,479,0,0,95,95,105,27,14,70,23,40,0,90,150,5,5,712,5,1,0,0,18,50,130,30,601,330,150000,452,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,151,0,0,120,141,725,496,0,0,0,0,0,0,0,0,0,0,0,10,0,1,36000,0,0,240,240,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,8,10,120,711,712,713,714,715,716,717,718,719,720,721,722,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
202,Blue Tower Lifter,88,6222,56,150,10,12,80,100,974,494,0,0,98,98,108,22,20,70,23,31,0,90,150,5,5,736,5,1,0,0,18,200,150,30,622,342,150000,468,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,151,0,0,120,141,725,496,9700,754,0,0,0,0,0,0,0,0,0,10,0,1,36000,0,0,240,240,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,8,9,120,711,712,713,714,715,716,717,718,719,720,721,722,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
203,Pink Assassin,91,6434,70,150,10,20,85,100,1041,510,0,0,102,101,112,19,10,70,23,33,0,300,150,5,5,736,5,1,0,0,19,200,150,40,643,353,150000,490,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,151,0,0,120,141,725,496,0,0,0,0,0,0,0,0,0,0,0,10,0,1,36000,0,0,240,240,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,8,10,120,711,712,713,714,715,716,717,718,719,720,721,722,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
